ID	Long ID	Event Name	Start Time	End Time	Latitude	Longitude	Venue Name	Street	City	Region	Postalcode	Country	Price	rawprice	URL	Type	Trimmed Performer	Allmusic Performer	Moods	Allmusic Genre	Allmusic URL
86870652	86870652-storm-saturdays-at-rise	Storm Saturdays at RISE	2009-05-10 01:30:00 +0000		42.35002	-71.07037	Rise	306 Stuart St.	Boston	MA	02116-1704	United States	10	 10 members / 20 guests  - Special Event Prices Vary	http://riseclub.us/	Techno &amp; Dance	Storm Saturdays at RISE				
86860654	86860654-carnival-of-the-animals-concert-and-brunch-mothers-day	Carnival of the Animals Concert and Brunch -Mother's Day	2009-05-10 10:00:00 +0000		42.37593	-71.13333	New School of Music	25 Lowell St.	Cambridge	MA	02138	United States	14	 $14 - $40	http://cambridgemusic.org/	Music	Carnival of the Animals Concert and Brunch -Mother's Day				
87013675	87013675-folk-artist-craig-sonnenfeld	Folk artist Craig Sonnenfeld	2009-05-10 10:30:00 +0000		42.32209	-71.16023	EPOCH Senior Healthcare of Chestnut Hill	615 Heath St.	Chestnut Hill	MA	02467	United States	0	 free	http://www.epochsl.com	Folk	Folk artist Craig Sonnenfeld				
86279038	86279038-harlem-gospel-choir-easter-brunch-included-in-price	Harlem Gospel Choir: Easter Brunch Included in Price	2009-05-10 12:30:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	35	 $35.00	http://showcaselive.com/	Gospel	Harlem Gospel Choir	Harlem Gospel Choir	Choral	Gospel	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jbfuxqrhldte
87055371	87055371-johnny-t	Johnny T	2009-05-10 13:00:00 +0000	2009-05-10 17:00:00 +0000	42.0457	-71.30307	Luciano's	800 Washington St.	Wrentham	MA	02093	United States	-1		http://www.diningquest.com/lucianos	Pop	Johnny T	Johnny T		Easy Listening	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:k9fyxqwsld0e
86092193	86092193-mothers-day-with-elvis		2009-05-10 13:30:00 +0000	2009-05-10 15:00:00 +0000	42.14331	-71.0979	New England Sinai Hospital (main theater)	150 York street	Stoughton	MA	02072	United States	-2	 Special $25.00 tickets at: www.elvisofboston.com	http://www.elvisofboston.com	Theater					
86431359	86431359-sunday-concert-series-musicians-from-marlboro	Sunday Concert Series: Musicians from Marlboro	2009-05-10 13:30:00 +0000		42.33895	-71.09867	Isabella Stewart Gardner Museum	280 The Fenway	Boston	MA	02115	United States	23	 $23 General Public, $18 Seniors, $15 Members, $10 Students, and $5 Children (ages 5-17)	http://gardnermuseum.org	Classical	Sunday Concert Series				
86813472	86813472-susanna-ogata-baroque-violin-recital	Susanna Ogata: Baroque Violin Recital	2009-05-10 14:00:00 +0000		42.33423	-71.12147	Brookline Public Library	361 Washington St.	Brookline	MA	02445	United States	0	 Free	http://www.brooklinelibrary.org/	Classical	Susanna Ogata				
86920665	86920665-zensemble-goes-to-the-opera	Zensemble Goes to the Opera	2009-05-10 14:00:00 +0000	2009-05-10 15:30:00 +0000	42.3363	-71.20756	Newton Free Library	330 Homer St.	Newton	MA	02459	United States	0	 Free	http://www.newtonfreelibrary.net	Classical	Zensemble Goes to the Opera				
86077988	86077988-wellesley-symphony-orchestra-mothers-day-season-finale	Wellesley Symphony Orchestra Mother's Day Season Finale	2009-05-10 14:15:00 +0000		42.31143	-71.26402	MassBay Community College	50 Oakland St.	Wellesley Hills	MA	02481	United States	20	 $20, seniors and students $15, under age 12 free	http://www.massbay.edu/	Music	Wellesley Symphony Orchestra Mother's Day Season Finale				
86020171	86020171-la-fin-du-temps	La Fin Du Temps	2009-05-10 14:30:00 +0000		42.37367	-71.09998	Lily Pad	1353 Cambridge St.	Cambridge	MA	02143	United States	10	 $10-$15	http://www.lily-pad.net	Music	La Fin Du Temps				
86745621	86745621-juventas-new-music-ensemble-announces-2nd-annual-opera-project	Juventas New Music Ensemble Announces 2ND Annual Opera Project	2009-05-10 15:00:00 +0000		42.36679	-71.10668	Cambridge Family YMCA Theatre	820 Massachusetts Ave.	Cambridge	MA	02139	United States	75	 $75 preferred, $24 adult, $18 senior, $12 student, $6 child	http://www.cambridgeymca.org/	Classical	Juventas New Music Ensemble Announces 2ND Annual Opera Project				
86708787	86708787-o-primavera-songs-solos-and-consorts-from-renaissance-italy	O Primavera: Songs, Solos and Consorts from Renaissance Italy	2009-05-10 15:00:00 +0000		42.38733	-71.1063	Somerville Museum	One Westwood Rd.	Somerville	MA	02143	United States	17	 $17/$12	http://www.somervillemuseum.org/	Classical	O Primavera				
87035536	87035536-dance-love-sleep-a-mothers-day-concert	Dance Love Sleep - a Mother's Day Concert	2009-05-10 16:00:00 +0000		42.24288	-70.80374	First Parish in Cohasset	23 N. Main St.	Cohasset	MA	02025	United States	15	 $15/$12; half price for mothers!	http://www.firstparishcohasset.org/	World Music	Dance Love Sleep - a Mother's Day Concert				
86962510	86962510-phillips-academy-fidelio-society	Phillips Academy Fidelio Society	2009-05-10 16:00:00 +0000		42.64881	-71.13306	Phillips Academy - Cochran Chapel	One Chapel Ave.	Andover	MA	01810	United States	0	 Free 		Classical	Phillips Academy Fidelio Society				
86221429	86221429-satchs-special-sunday-jammers-blues-jam	Satch's Special Sunday Jammers Blues Jam	2009-05-10 16:00:00 +0000	2009-05-10 20:00:00 +0000	42.21756	-70.93723	Next Page Blues Cafe	550 Broad Street	Weymouth	MA	02189	United States	0	 Free	http://www.reverbnation.com/venue/thenextpagebluescafe	Blues	Satch's Special Sunday Jammers Blues Jam				
86877777	86877777-chanson-damour-a-mothers-day-recital	&amp;quot;Chanson d'amour&amp;quot;  A Mother's Day Recital	2009-05-10 16:00:00 +0000		42.6099	-70.88745	First Church in Wenham	Arbor St. at Route 1A	Wenham	MA	01984	United States	12	 $12/adults, $10/Seniors and Youth, Free/Under age 12		Classical					
819153	819153-open-blues-jam	Open Blues Jam	2009-05-10 16:30:00 +0000	2009-05-10 20:30:00 +0000	42.39725	-71.12317	Johnny D's Restaurant &amp; Music Club	17 Holland St.	Somerville	MA	02144	United States	0	 Free	http://www.johnnyds.com	Music	Open Blues Jam				
86876933	86876933-the-mark-sandman-music-project-presents-rose-polenzani-and-annabelle-chvostek	The Mark Sandman Music Project Presents: Rose Polenzani and Annabelle Chvostek	2009-05-10 16:30:00 +0000		42.38983	-71.10595	Hi-N-Dry	191 Highland Ave.	Somerville	MA		United States	20	 $20		Music	Rose Polenzani and Annabelle Chvostek				
86518110	86518110-kings-and-queens-a-new-soul-experience	Kings and Queens - A New Soul Experience	2009-05-10 18:00:00 +0000	2009-05-10 23:00:00 +0000	42.37219	-71.12057	Om Restaurant And Lounge	92 Winthrop St.	Cambridge	MA	02138	United States	5	 $5.00	http://www.omrestaurant.com	Rhythm &amp; Blues	Kings and Queens - A New Soul Experience				
86559358	86559358-jake-armerding-taylor-armerding-cd-release	Jake Armerding &amp;amp; Taylor Armerding CD Release	2009-05-10 19:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	20	 $20.00	http://www.clubpassim.org/	Music	Jake Armerding 	Jake Armerding	Contemporary Bluegrass|Contemporary Folk|Sweet|Earnest|Bright|Organic|Amiable/ Good-Natured|Passionate|Reflective|Intimate|Reverent|Fiddle|Mandolin	Folk	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dpfwxq8hldae
86223056	86223056-openspirit	OpenSpirit	2009-05-10 19:00:00 +0000	2009-05-10 20:00:00 +0000	42.28161	-71.41701	Performing Arts Center of MetroWest	140 Pearl St.	Framingham	MA	01702	United States	0	 Free	http://www.pacmetrowest.org	Jazz	OpenSpirit				
86853129	86853129-jota-quest	Jota Quest	2009-05-10 19:00:00 +0000		42.41453	-70.99186	Club Lido	1290 N. Shore RD	Revere	MA	02151	United States	-1		http://clublido.com	World Music	Jota Quest	Jota Quest	Foreign Language Rock|MPB|Brazilian Pop|Relaxed|Freewheeling|Rollicking|Bright|Boisterous|Exuberant|Energetic|Fun	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:abfuxqukldde
86860241	86860241-la-donna-la-dame-cappella-clausura-concert	&amp;quot;La Donna/ La Dame&amp;quot; Cappella Clausura Concert	2009-05-10 19:30:00 +0000		42.51953	-70.90344	Grace Episcopal Church	385 Essex St.	Salem	MA	01971	United States	20	 $20.  $15 for students/seniors	http://www.gracechurchinsalem.org/	Classical					
86589403	86589403-eric-benet	Eric Benet	2009-05-10 19:30:00 +0000		42.34715	-71.08746	Berklee Performance Center	136 Massachusetts  Ave.	Boston	MA	02115	United States	38	 $38.00 - $58.00	http://berkleebpc.com	Pop	Eric Benet	Eric Benet	Urban|Contemporary R&B|Soothing|Laid-Back/ Mellow|Romantic|Sexy|Intimate|Sensual|Vocals	R&B	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3jftxqegldde
86276310	86276310-relapse-contamination-tour-featuring-brutal-truth-abysmal-dawn	Relapse Contamination Tour featuring Brutal Truth, Abysmal Dawn	2009-05-10 20:00:00 +0000		42.34246	-71.09948	Church	69 Kilmarnock St.	Boston	MA	02215	United States	-1		http://www.churchofboston.com	Alternative	Relapse Contamination Tour 				
86370594	86370594-open-mic-star-search-at-6b-hosted-by-the-selfproclaimed-rockstars	Open Mic Star Search at 6B -- hosted by The Self-Proclaimed Rockstars	2009-05-10 20:00:00 +0000		42.3583	-71.06162	6B Lounge	6 Beacon St.	Boston	MA	02108	United States	0	 Free	http://www.6blounge.com/	Comedy	Open Mic Star Search at 6B -- hosted by The Self-Proclaimed Rockstars				
86838573	86838573-under-21dance-jams-for-june-july	Under 21Dance Jams for June &amp;amp; July	2009-05-10 20:00:00 +0000		42.49071	-71.01629	Tabu - Ultra Lounge	168 Broadway	Saugus	MA	01906	United States	15	 $15	http://www.tabuboston.com/base-ultralounge.html	Techno &amp; Dance	Under 21Dance Jams for June 				
85451022	85451022-jim-brickman	Jim Brickman	2009-05-10 20:00:00 +0000		42.09501	-71.2624	Showcase Live	23 Patriot Place	Foxboro	MA	02035	United States	35	 $35.00	http://showcaselive.com/	Rock	Jim Brickman	Jim Brickman	Contemporary Instrumental|Adult Contemporary|Solo Instrumental|Sweet|Light|Soothing|Refined/ Mannered|Plaintive|Soft|Sentimental|Romantic|Restrained|Poignant|Laid-Back/ Mellow|Happy|Gentle|Reserved|Reflective|Smooth|Earnest|Delicate|Bright|Dramatic|Piano	New Age	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dcfwxq85ldke
86829514	86829514-ben-harper	Ben Harper	2009-05-10 20:00:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	-1		http://www.thedise.com/	Music	Ben Harper	Ben Harper	Adult Alternative Pop/ Rock|American Trad Rock|Contemporary Singer/ Songwriter|Jam Bands|Theatrical|Stylish|Cathartic|Literate|Intimate|Reflective|Earnest|Earthy|Bittersweet|Passionate|Intense|Rollicking|Calm/Peaceful|Confident|Autumnal|Amiable/ Good-Natured|Spiritual|Organic|Sophisticated|Brooding|Poignant|Guitar|Guitar (Steel)|Vocals	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3nfpxqe5ld0e
86523984	86523984-the-onion-live	The Onion, Live!	2009-05-10 20:00:00 +0000		42.38983	-71.10595	Center for the Arts at the Armory	191 Highland Ave.	Somerville	MA	02143	United States	20	 $20	http://www.artsatthearmory.org	Comedy	The Onion				
86838589	86838589-rehab-sundays		2009-05-10 21:00:00 +0000		42.34712	-71.1028	An Tua Nua (A New Beginning)	835 Beacon St.	Boston	MA	02115	United States	5	 $5		Techno &amp; Dance					
86839637	86839637-saddle-up-sundays	Saddle UP Sunday's	2009-05-10 21:00:00 +0000		42.3957	-71.1207	Sagra	400 Highland Ave.	Somerville	MA	02144	United States	0	 Free	http://www.sagrarestaurant.com	Country	Saddle UP Sunday's				
86330749	86330749-vivian-girls	Vivian Girls	2009-05-10 21:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	10	 $10.00	http://www.mideastclub.com/	Alternative	Vivian Girls	Vivian Girls	Noise Pop|Indie Pop|Intense|Aggressive|Innocent|Energetic|Volatile|Raucous|Rousing|Street-Smart|Freewheeling|Ramshackle|Boisterous|Visceral|Fiery	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fvfqxz95ldke
87034953	87034953-kerberos-quartet	Kerberos Quartet	2009-05-10 21:30:00 +0000		42.39725	-71.12317	Johnny D's Restaurant &amp; Music Club	17 Holland St.	Somerville	MA	02144	United States	5	 $5	http://www.johnnyds.com	Classical	Kerberos Quartet				
86510065	86510065-guitar-1-class-for-parents-with-janet-feld-at-passim-center	Guitar 1 Class for Parents with Janet Feld at Passim Center	2009-05-11 09:00:00 +0000		42.37418	-71.11998	Passim Center	26 Church St.	Cambridge	MA	02138	United States	132	 $132 for 6 weeks		Music	Guitar 1 Class for Parents 				
86546331	86546331-music-together-spring-semester-the-triangle-collection	Music Together Spring Semester - The Triangle Collection	2009-05-11 09:30:00 +0000	2009-05-11 10:15:00 +0000	42.24819	-71.1734	Creative Adventures	599 High St.	Dedham	MA	02026	United States	-1		http://www.createyouradventures.com	Music	Music Together Spring Semester - The Triangle Collection				
86735144	86735144-third-eye-blind-with-the-upwelling	Third Eye Blind with The Upwelling	2009-05-11 18:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	27	 $27.50 - $35.00	http://www.hob.com/venues/clubvenues/boston/	Alternative	Third Eye Blind 				
87051104	87051104-spring-dance-music-fest-at-connolly-branch-library-in-jamaica-plain	Spring Dance &amp;amp; Music Fest at Connolly Branch Library in Jamaica Plain	2009-05-11 18:30:00 +0000		42.32054	-71.11088	Connolly Branch Library	433 Centre St.	Boston	MA	02130	United States	0	 Free		Music	Spring Dance 				
86209037	86209037-talent-quest-national-karaoke-singing-competition-local-qualifiers	Talent Quest National Karaoke Singing Competition, Local Qualifiers	2009-05-11 19:00:00 +0000		42.42717	-71.07116	Honey Fitz Pub	142 Pleasant St.	Malden	MA	02148	United States	-1		http://www.honeyfitzpub.com	Performing Arts	Talent Quest National Karaoke Singing Competition				
86267342	86267342-best-of-boston-karaoke-contest	&amp;quot;Best of Boston&amp;quot; Karaoke Contest	2009-05-11 19:00:00 +0000		42.42717	-71.07116	Honey Fitz Pub	142 Pleasant St.	Malden	MA	02148	United States	-1		http://www.honeyfitzpub.com	Music					
86363681	86363681-fischerspooner	Fischerspooner	2009-05-11 19:00:00 +0000		42.34982	-71.06525	The Roxy	279 Tremont St.	Boston	MA	02116	United States	25	 $25.00	http://www.roxyplex.com/v2roxy/	Alternative	Fischerspooner	Fischerspooner	Neo-Electro|Bright|Enigmatic|Lively|Stylish|Hypnotic|Sparkling|Spacey|Exciting|Quirky|Detached|Trippy|Slick	Electronica	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jifexqu0ldde
86877783	86877783-pianist-john-kramer-in-concert	Pianist John Kramer  in Concert	2009-05-11 19:30:00 +0000		42.44247	-71.13199	Winchester Community Music School	407 Highland Ave.	Winchester	MA	01890	United States	0	 Free	http://www.winchestermusic.org	Classical	Pianist John Kramer  in Concert				
87027110	87027110-kilgore-college-chorale	Kilgore College Chorale	2009-05-11 19:30:00 +0000		42.32584	-71.16702	Church of the Redeemer	379 Hammond St.	Chestnut Hill	MA	02467	United States	0	 Free	http://www.redeemerchestnuthill.org/index.htm	Classical	Kilgore College Chorale				
86752440	86752440-bcmfest-presents-celtic-music-monday	BCMFest Presents Celtic Music Monday	2009-05-11 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	12	 $12.00	http://www.clubpassim.org/	Music	Celtic Music Monday				
86947540	86947540-conservative-man-the-dance-party	Conservative Man, The Dance Party	2009-05-11 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	8	 $8.00	http://www.mideastclub.com/	Alternative	Conservative Man	Conservative Man		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wpftxqurldte
86760502	86760502-fastball	Fastball	2009-05-11 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	9	 $9.00	http://www.mideastclub.com/	Alternative	Fastball	Fastball	Pop Underground|American Trad Rock|Adult Alternative Pop/ Rock|Freewheeling|Amiable/ Good-Natured|Playful|Sophisticated|Confident|Cerebral|Fun|Stylish|Witty|Organic|Quirky|Energetic|Earthy	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hbfrxqwgldte
86221391	86221391-satchs-new-blue-revue-open-mic-blues-jam-party	Satch's New Blue Revue Open Mic Blues Jam Party	2009-05-11 21:15:00 +0000	2009-05-12 01:00:00 +0000	42.21756	-70.93723	Next Page Blues Cafe	550 Broad Street	Weymouth	MA	02189	United States	0	 Free	http://www.reverbnation.com/venue/thenextpagebluescafe	Blues	Satch's New Blue Revue Open Mic Blues Jam Party				
86845850	86845850-glbt-dirty-sexy-mondays-nightclub	GLBT Dirty Sexy Mondays Nightclub	2009-05-11 22:00:00 +0000		42.34479	-71.09636	Machine Nightclub	1254 Boylston St.	Boston	MA	02115	United States	6	 $6.00 Cover $3.00 Cover with College ID	http://www.nightclubmachine.com	Techno &amp; Dance	GLBT Dirty Sexy Mondays Nightclub				
86950373	86950373-boston-neighborhood-network-celebrating-silver-25-years-of-media-access-and-excellence	Boston Neighborhood Network Celebrating Silver: 25 Years of Media Access and Excellence	2009-05-12 17:30:00 +0000	2009-05-12 20:30:00 +0000	42.31697	-71.09752	BNN Charles J. Beard II Media Center	3025 Washington Street	Boston	MA	02119	United States	-2	 Silver tickets: Individual Non Member $75; BNN Organizational Member $50; BNN Individual Member $25	http://www.bnntv.org	Music	Boston Neighborhood Network Celebrating Silver				
86851410	86851410-strictly-sinatra	Strictly Sinatra	2009-05-12 18:00:00 +0000		42.3494	-71.0798	Jae's Back Bay	711 Boylston St.	Boston	MA	02116	United States	-1			Music	Strictly Sinatra				
86770105	86770105-music-biz-101-from-open-mic-to-headliner-with-ralph-jaccodine	Music Biz 101: From Open Mic To Headliner With Ralph Jaccodine	2009-05-12 18:30:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	88	 $88.00	http://www.clubpassim.org/	Music	Music Biz 101				
86752274	86752274-open-mic	Open Mic	2009-05-12 19:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	5	 $5.00	http://www.clubpassim.org/	Music	Open Mic	Open Mic		Rap	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:ajftxqtsldte
86090413	86090413-lamb-of-god-as-i-lay-dying	Lamb of God, As I Lay Dying	2009-05-12 19:00:00 +0000		42.34739	-71.09572	House Of Blues	15 Lansdowne St.	Boston	MA	02215	United States	36	 $36.00	http://www.hob.com/venues/clubvenues/boston/	Rock	Lamb of God	Lamb of God	Death Metal/ Black Metal|Nihilistic|Cathartic|Harsh|Visceral|Volatile|Angry|Tense/Anxious|Aggressive|Confrontational|Intense	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jxfyxqqkld0e
86522905	86522905-mike-stern-band-dave-weckl-anthony-jackson-bob-franceschini	Mike Stern Band: Dave Weckl, Anthony Jackson, Bob Franceschini	2009-05-12 19:30:00 +0000		42.3723	-71.12182	Regattabar at the Charles Hotel	One Bennett St.	Cambridge	MA	02138	United States	24	 $24	http://www.regattabarjazz.com	Music	Mike Stern Band				
87001288	87001288-jamey-johnson	Jamey Johnson	2009-05-12 19:30:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	20	 $20	http://www.thedise.com/	Music	Jamey Johnson	Jamey Johnson	Contemporary Country|Slick|Yearning|Theatrical|Romantic|Passionate|Sentimental|Sweet|Poignant|Laid-Back/ Mellow|Intimate|Melancholy|Reflective|Freewheeling|Bittersweet|Sad|Playful|Rollicking|Gentle|Rousing|Confident|Amiable/ Good-Natured	Country	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kxfpxqysldke
86603460	86603460-kate-voegele	Kate Voegele	2009-05-12 19:30:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	-1		http://www.thedise.com/	Music	Kate Voegele	Kate Voegele	Contemporary Singer/ Songwriter|Adult Alternative Pop/ Rock|Amiable/ Good-Natured|Sentimental|Reflective|Romantic|Searching|Autumnal|Poignant|Fun|Intimate|Rollicking|Smooth	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:fpftxqwsld6e
86253721	86253721-singersongwriter-open-mike	Singer/Songwriter Open Mike	2009-05-12 20:00:00 +0000		42.64287	-71.30853	Mickey's Irish Pub	179 Central St.	Lowell	MA	01852	United States	0	 Free	http://www.MickeyDoyle.com	Music	Singer	Singer	Indie Rock|Knotty|Fractured|Circular|Quirky|Tense/Anxious|Searching|Bright|Eccentric|Witty|Weary|Difficult|Bleak|Ambitious	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:dpfexz85ldae
86639922	86639922-voice-workshop	Voice Workshop	2009-05-12 20:00:00 +0000	2009-05-12 21:30:00 +0000	42.3492	-71.06935	Boston Center for Adult Education	122 Arlington St.	Boston	MA	02217	United States	144	 $144 BCAE members; $172 non-members	http://www.bcae.org	Workshops &amp; Classes	Voice Workshop				
86954214	86954214-jazz-jam-with-the-ted-knowlton-group	Jazz Jam with the Ted Knowlton Group	2009-05-12 20:00:00 +0000		42.27413	-71.41751	Amazing Things Arts Center	160 Hollis St.	Framingham	MA	01702	United States	6	 $6 (members $5)	http://www.amazingthings.org	Jazz	Jazz Jam 				
86752443	86752443-lapstyle-guitar-with-lloyd-thayer	Lapstyle Guitar With Lloyd Thayer	2009-05-12 20:00:00 +0000		42.37395	-71.11987	Club Passim	47 Palmer St.	Cambridge	MA	02138	United States	132	 $132.00	http://www.clubpassim.org/	Music	Lapstyle Guitar 				
86459387	86459387-big-business	Big Business	2009-05-12 20:00:00 +0000		42.36393	-71.10122	Middle East Club	472 Massachusetts Ave.	Cambridge	MA	02139	United States	12	 $12.00	http://www.mideastclub.com/	Alternative	Big Business	Big Business	Indie Rock|Passionate|Fierce|Aggressive|Confrontational|Fiery|Rousing|Epic|Energetic|Harsh|Brash|Urgent|Rebellious|Angry|Menacing	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kvfwxqeald6e
85533899	85533899-bill-champitto-returns-to-scullers-jazz-club	Bill Champitto returns to Scullers Jazz Club	2009-05-12 20:00:00 +0000		42.36165	-71.11788	Scullers Jazz Club	400 Soldiers Field Rd.	Boston	MA	02134	United States	20	 $20 (show), $58 (dinner &amp; show)	http://www.scullersjazz.com/	Jazz	Bill Champitto 				
86910629	86910629-black-fortress-of-opium-alec-k-redfearn-holey-moleys	Black Fortress of Opium Alec K Redfearn Holey Moleys	2009-05-12 20:00:00 +0000		42.34246	-71.09948	Church	69 Kilmarnock St.	Boston	MA	02215	United States	8	 $8	http://www.churchofboston.com	Music	Black Fortress of Opium Alec K Redfearn Holey Moleys				
86907623	86907623-boston-pops-john-pizzarelli-with-maya-beiser	Boston Pops 'John Pizzarelli with Maya Beiser'	2009-05-12 20:00:00 +0000		42.34266	-71.08473	Boston Symphony Hall	301 Massachusetts Ave.	Boston	MA	02115	United States	20	 $20.00 - $89.00	http://www.bso.org	Pop	Boston Pops 'John Pizzarelli 				
86442753	86442753-von-iva-featuring-sick-of-sarah	Von Iva featuring Sick of Sarah	2009-05-12 20:30:00 +0000		42.36372	-71.10165	T.T. the Bear's Place	10 Brookline St.	Cambridge	MA	02138	United States	9	 $9.00	http://www.ttthebears.com	Alternative	Von Iva 				
87037179	87037179-the-tim-blane-band-residency-tuesdays-in-may	The Tim Blane Band Residency - Tuesdays in MAy	2009-05-12 20:30:00 +0000		42.38198	-71.11965	Lizard Lounge	1667 Mass. Ave.	Cambridge	MA	02138	United States	5	 $5	http://lizardloungeclub.com	Music	The Tim Blane Band Residency - Tuesdays in MAy				
86900122	86900122-eamon-oleary-the-murphy-beds	Eamon O'Leary &amp;amp; The Murphy Beds	2009-05-12 20:30:00 +0000		42.39725	-71.12317	Johnny D's Restaurant &amp; Music Club	17 Holland St.	Somerville	MA	02144	United States	-1		http://www.johnnyds.com	World Music	Eamon O'Leary 	Eamon O'Leary		World	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:aifrxqydld0e
85842480	85842480-live-music-tuesday	Live Music Tuesday	2009-05-12 21:00:00 +0000	2009-05-13 01:00:00 +0000	42.34873	-71.09509	The Foundation Lounge	500 Commonwealth Ave.	Boston	MA	02215	United States	0	 No Cover	http://www.thefoundationlounge.com	Miscellaneous	Live Music Tuesday				
85299954	85299954-david-johnston-playing-at-bull-mccabes-pub	David Johnston Playing at Bull McCabe's Pub	2009-05-12 21:00:00 +0000	2009-05-13 01:00:00 +0000	42.38103	-71.09915	Bull McCabe's Pub	366A Somerville Avenue	Somerville	MA	02143	United States	0	 Free	http://www.bullmccabesboston.com	Blues	David Johnston 				
87010751	87010751-the-damned	The Damned	2009-05-12 21:00:00 +0000		42.35163	-71.11925	Paradise Rock Club	967 Commonwealth Ave.	Boston	MA	02215	United States	25	 $25	http://www.thedise.com/	Rock	The Damned	The Damned	Punk|British Punk|Goth Rock|Dance-Rock|Cynical/ Sarcastic|Irreverent|Volatile|Outrageous|Rousing|Brash|Aggressive|Manic|Ominous|Raucous|Energetic|Visceral|Cathartic|Intense|Rebellious|Gloomy|Boisterous|Rambunctious|Tense/Anxious|Theatrical|Angst-Ridden	Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:difwxqe5ld6e
87055333	87055333-susan-cattaneo	Susan Cattaneo	2009-05-12 21:00:00 +0000		42.37974	-71.09543	Precinct Bar	70 Union Square	Somerville	MA	02143	United States	0	 Free	http://www.precinctbar.com	Music	Susan Cattaneo	Susan Cattaneo		Classical	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:gcfoxqqdldae
86851415	86851415-rehab-tuesdays	Rehab Tuesdays	2009-05-12 22:00:00 +0000		42.34479	-71.09636	Machine Nightclub	1254 Boylston St.	Boston	MA	02115	United States	5	 $5	http://www.nightclubmachine.com	Techno &amp; Dance	Rehab Tuesdays				
86729556	86729556-roll-boogie	Roll Boogie	2009-05-12 22:00:00 +0000		42.3639	-71.1012	Zuzu	474 Massachusetts Ave.	Cambridge	MA	02139	United States	-1		http://www.mideastclub.com/zuzu/	Music	Roll Boogie				
87013911	87013911-paul-wayne-comedian-singer-and-guitarist	Paul Wayne, comedian, singer, and guitarist	2009-05-13 10:30:00 +0000		42.32209	-71.16023	EPOCH Senior Healthcare of Chestnut Hill	615 Heath St.	Chestnut Hill	MA	02467	United States	0	 Free	http://www.epochsl.com	Music	Paul Wayne	Paul Wayne		Pop/Rock	http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hifwxqqsldte
86859571	86859571-new-member-interviews	New Member Interviews	2009-05-13 12:00:00 +0000		42.34941	-71.07982	Red Lantern Club	710 Boylston St.	Boston	MA	02106	United States	-2	 n/a		Music	New Member Interviews				
86221505	86221505-rhythmkids	RhythmKids	2009-05-13 15:40:00 +0000	2009-05-13 16:25:00 +0000	42.24819	-71.1734	Creative Adventures	599 High St.	Dedham	MA	02026	United States	-1		http://www.createyouradventures.com	Music	RhythmKids				
